"Data Source:","http://breachlevelindex.com/#!breach-database","Retrieved February 23, 2015",,,,,,
271,"New York City Transit Authorit",03/13/14,15000,"United States","Government","Malicious Outsider","Identity Theft",6.4
272,"Dominion Resources Inc (Onsite Health Diagnostic)",03/07/14,17000,"United States","Healthcare","Malicious Outsider","Identity Theft",6.4
273,"Home Depot",02/05/14,20000,"United States","Retail","Malicious Insider","Identity Theft",6.4
274,"Buffer, MongoHQ",10/26/13,60000,"United States","Healthcare","Malicious Outsider","Nuisance",6.4
275,"Tom Sawyer",10/07/13,61000,"United States","Technology","Malicious Outsider","Account Access",6.4
276,"Samsung",06/04/13,62235,"Kazakhstan","Retail","Malicious Outsider","Account Access",6.4
277,"city of Akron's website",04/24/13,30000,"United States","Government","Malicious Outsider","Identity Theft",6.4
278,"Mossad",03/18/13,30000,"Israel","Government","Hacktivist","Identity Theft",6.4
279,"Lincoln Medical and Mental Health Center",03/15/13,130000,"United States","Healthcare","Accidental Loss","Identity Theft",6.4
280,"Lexis Nexis Sprechman And Associates",02/13/13,20000,"United States","Retail","Malicious Insider","Identity Theft",6.4
281,"Central Laboration Pension, Welfare And Annuity Funds",02/13/13,30000,"United States","Other","Malicious Outsider","Identity Theft",6.4
282,"NeedMyTranscript",10/21/14,100000,"United States","Education","Accidental Loss","Identity Theft",6.3
283,"Comicbookdb.com",09/09/14,52000,"United States","Other","Malicious Outsider","Account Access",6.3
284,"Morgan, Chase",07/14/14,15000,"United States","Financial","Malicious Outsider","Financial Access",6.3
285,"China Academic Degrees and Graduate Education",05/12/14,100000,"China","Education","Accidental Loss","Identity Theft",6.3
286,"IberiaBank Corp",05/06/14,12000,"United States","Financial","Malicious Insider","Existential Data",6.3
287,"Franciscan Health System, KentuckyOne, Jewish Hospital, Frazier Rehab Institute, Saint Joseph Berea and Flaget Memorial Hospital",04/01/14,12000,"United States","Healthcare","Malicious Outsider","Identity Theft",6.3
288,"Southwest Florida",02/23/14,18000,"United States","Financial","Malicious Outsider","Financial Access",6.3
289,"Sands Casino Resort Bethlehem, Las Vegas Sands Corp",02/04/14,10000,"United States","Financial","Malicious Outsider","Existential Data",6.3
290,"Louisiana state, JP Morgan Chase",09/04/13,465000,"United States","Government","Accidental Loss","Identity Theft",6.3
291,"Medical Marijuana Registry",08/03/13,107000,"United States","Healthcare","Accidental Loss","Identity Theft",6.3
292,"Raley's supermarket",07/01/13,18400,"United States","Other","Malicious Outsider","Financial Access",6.3
293,"IRS",06/17/13,100000,"United States","Government","Accidental Loss","Identity Theft",6.3
294,"Micro-Star International (MSI)",04/14/13,50000,"South Korea","Other","Malicious Outsider","Account Access",6.3
295,"American Airlines",01/13/15,10000,"United States","Other","Malicious Outsider","Identity Theft",6.2
296,"CTF365",11/25/14,20544,"Denmark","Technology","Malicious Outsider","Account Access",6.2
297,"Highmark, Visionworks",11/10/14,75000,"United States","Healthcare","Accidental Loss","Identity Theft",6.2
298,"ID Parts (American Express)",10/28/14,12000,"United States","Financial","Malicious Outsider","Financial Access",6.2
299,"Dr. Nisar A. Quraishi",10/21/14,10000,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
300,"The Himalayan Times",09/16/14,20359,"Nepal","Other","Malicious Outsider","Identity Theft",6.2
301,"ejhb.info",08/29/14,40029,"United States","Other","Malicious Outsider","Account Access",6.2
302,"SMS",08/27/14,10000,"China","Technology","Malicious Outsider","Identity Theft",6.2
303,"PCCW, Netvigator, Hong Kong Broadband Network (HKBN) and Hutchison Global Communications",08/10/14,10000,"Hong Kong","Education","Malicious Outsider","Identity Theft",6.2
304,"MyCause",08/01/14,12000,"Australia","Other","Malicious Outsider","Financial Access",6.2
305,"European Central Bank (ECB)",07/22/14,20000,"Europe","Financial","Malicious Outsider","Account Access",6.2
306,"Orangeburg-Calhoun Technical College",07/14/14,20000,"United States","Education","Malicious Outsider","Identity Theft",6.2
307,"University of California _ Santa Barbara",07/03/14,11000,"United States","Education","Malicious Outsider","Identity Theft",6.2
308,"Rouge Valley",07/01/14,14450,"Canada","Healthcare","Malicious Insider","Identity Theft",6.2
309,"PRN Medical Services,Symbius Medical",05/01/14,13877,"United States","Healthcare","Malicious Insider","Identity Theft",6.2
310,"Tufts Health Plan",04/24/14,8830,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
311,"CEOs in HCMC",04/09/14,9700,"Vietnam","Other","Malicious Outsider","Identity Theft",6.2
312,"BigMoneyJobs.com",04/06/14,36802,"United States","Other","Malicious Outsider","Account Access",6.2
313,"Service Coordination",03/17/14,9700,"United States","Other","Malicious Outsider","Identity Theft",6.2
314,"UMass Memorial Medical Center (UMMMC)",03/04/14,14000,"United States","Education","Malicious Insider","Identity Theft",6.2
315,"Muslim Directory",02/24/14,38903,"United Kingdom","Other","Malicious Outsider","Account Access",6.2
316,"AVS TV Network",02/12/14,39343,"United States","Other","Malicious Outsider","Account Access",6.2
317,"Snelling Staffing",01/24/14,9757,"United States","Other","Malicious Outsider","Identity Theft",6.2
318,"UC San Francisco Family Medicine Center",01/11/14,9986,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
319,"Verified",01/08/14,17000,"Europe","Technology","Malicious Outsider","Existential Data",6.2
320,"Seals With Clubs",12/19/13,42020,"Europe","Financial","Malicious Outsider","Account Access",6.2
321,"Stephen T. Imrie, M.D",12/10/13,8900,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
322,"Lanap & Dental Implants of Pennsylvania",12/09/13,11000,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
323,"Sachem Central School",11/07/13,27490,"United States","Education","Malicious Insider","Identity Theft",6.2
324,"Baltimore County",11/01/13,12000,"United States","Government","Malicious Insider","Identity Theft",6.2
325,"University of Arizona",10/16/13,9000,"United States","Education","Malicious Outsider","Identity Theft",6.2
326,"Region of Peel",10/02/13,18000,"Canada","Healthcare","Malicious Outsider","Identity Theft",6.2
327,"Region Ten Community Services Board",07/29/13,10228,"United States","Healthcare","Malicious Outsider","Identity Theft",6.2
328,"Edmonds Center for the Arts",07/20/13,13000,"United States","Other","Malicious Outsider","Financial Access",6.2
329,"PakistanIntelligence.com",05/17/13,76030,"United States","Government","Malicious Outsider","Nuisance",6.2
330,"Department of Developmental Services Santa Monica",05/14/13,18100,"United States","Government","Malicious Outsider","Identity Theft",6.2
331,"Government of Maharashtra",04/11/13,300000,"India","Government","Accidental Loss","Existential Data",6.2
332,"University Of Florida",03/13/13,14339,"United States","Other","Malicious Insider","Identity Theft",6.2
333,"Security Consulting Group",02/13/13,16500,"United States","Government","Malicious Outsider","Existential Data",6.2
334,"LizardStresser",01/15/15,14241,"United States","Other","Malicious Outsider","Identity Theft",6.1
335,"Blue Cross Blue Shield (TRH Health Plan-Farm Bureau)",11/16/14,80000,"United States","Financial","Malicious Insider","Nuisance",6.1
336,"Booking.com",11/07/14,10000,"Netherlands","Retail","Malicious Outsider","Financial Access",6.1
337,"Jessie Trice Community Health Center",11/03/14,7888,"United States","Healthcare","Malicious Outsider","Identity Theft",6.1
338,"City and Industrial Development Corporation's (CIDCO)",09/19/14,85000,"India","Government","Accidental Loss","Financial Access",6.1
339,"Heart and Stroke Foundation of Canada (The Email Company)",09/08/14,123000,"Canada","Healthcare","Accidental Loss","Account Access",6.1
340,"Kenya Defense Forces Twitter",07/21/14,67000,"Kenya","Government","Hacktivist","Nuisance",6.1
341,"Memorial Hermann Hospital",07/07/14,10604,"United States","Healthcare","Malicious Insider","Identity Theft",6.1
342,"Diatherix Laboratories",07/03/14,7016,"United States","Healthcare","Malicious Outsider","Identity Theft",6.1
343,"Houstonian Hotel, Club & Spa",06/20/14,10000,"United States","Other","Malicious Outsider","Financial Access",6.1
344,"The Hand Care Center / Shoulder and Elbow Institute",06/17/14,10000,"United States","Healthcare","Malicious Insider","Identity Theft",6.1
345,"Long Beach Internal Medical Group",06/17/14,10000,"United States","Healthcare","Malicious Insider","Identity Theft",6.1
346,"Bell Canada",06/12/14,22241,"Canada","Technology","Malicious Outsider","Financial Access",6.1
347,"St. Vincent Breast Center",05/15/14,63000,"United States","Healthcare","Accidental Loss","Identity Theft",6.1
348,"Metropolitan Companies",04/21/14,8423,"United States","Other","Malicious Outsider","Identity Theft",6.1
349,"job.sy, realestate.sy",04/06/14,60000,"Syria","Other","Malicious Outsider","Nuisance",6.1
350,"Lowe's, (E-DriverFile)",04/02/14,35000,"United States","Retail","Accidental Loss","Identity Theft",6.1
351,"Florida high school",03/12/14,10000,"United States","Education","Malicious Insider","Identity Theft",6.1
352,"Entercom",02/28/14,13000,"United States","Other","Malicious Outsider","Existential Data",6.1
353,"Goken America",01/07/14,8659,"United States","Other","Malicious Insider","Existential Data",6.1
354,"Holy cross hospital",09/19/13,9900,"United States","Healthcare","Malicious Insider","Identity Theft",6.1
355,"Blackhawk Consulting Group, Medical University of South Carolina",08/12/13,10000,"United States","Healthcare","Malicious Outsider","Financial Access",6.1
356,"Wall Street , Goldman Sachs",04/15/13,10000,"United States","Financial","Malicious Outsider","Financial Access",6.1
357,"Raleigh Orthopedic Clinic",04/14/13,17300,"United States","Healthcare","Malicious Outsider","Identity Theft",6.1
358,"procello",03/19/13,20000,"Germany","Technology","Malicious Outsider","Financial Access",6.1
359,"Temporis",01/22/15,24000,"France","Other","Malicious Outsider","Account Access",6
360,"Medical Use of Marijuana Online System (Massachusetts health department)",01/16/15,6800,"United States","Healthcare","Malicious Outsider","Identity Theft",6
361,"South Carolina Budget and Control Board Employee Insurance Program",11/15/14,5596,"United States","Healthcare","Malicious Outsider","Identity Theft",6
362,"University Health",11/08/14,6073,"United States","Education","Malicious Outsider","Identity Theft",6
363,"Aspire Indiana (The Center for Mental Health or BehaviorCorp)",11/07/14,45000,"United States","Healthcare","Malicious Outsider","Nuisance",6
364,"Ningbo Free Trade Zone and Government Websites",10/03/14,50000,"China","Government","Hacktivist","Account Access",6
365,"Pakistan government, security forces and the Pakistan Muslim League-Nawaz (PML-N)",09/03/14,23000,"Pakistan","Government","Hacktivist","Identity Theft",6
366,"City To Bay Fun Run",08/12/14,12000,"Australia","Other","Malicious Outsider","Account Access",6
367,"Bugzilla",08/04/14,97000,"United States","Technology","Accidental Loss","Account Access",6
368,"Dennis Flynn, M.D",07/19/14,13646,"United States","Healthcare","Malicious Outsider","Identity Theft",6
369,"Mizado Cocina",07/18/14,8000,"United States","Retail","Malicious Outsider","Financial Access",6
370,"Estonia",05/22/14,13486,"Estonia","Retail","Malicious Outsider","Account Access",6
371,"American Institutes for Research(AIR)",05/12/14,6500,"United States","Government","Malicious Outsider","Identity Theft",6
372,"AlfaNet",04/25/14,12000,"Belgium","Technology","Malicious Outsider","Account Access",6
373,"Business acumen.biz",04/21/14,26747,"Australia","Other","Malicious Outsider","Account Access",6
374,"Aberdeen City Council",04/11/14,9000,"United Kingdom","Government","Malicious Insider","Identity Theft",6
375,"Directors in Hanoi",04/09/14,6700,"Vietnam","Other","Malicious Outsider","Identity Theft",6
376,"Banner Health",02/24/14,50000,"United States","Other","Accidental Loss","Identity Theft",6
377,"Coordinated Health",02/21/14,13907,"United States","Healthcare","Malicious Outsider","Identity Theft",6
378,"Sorenson Communications, CaptionCall",02/20/14,4500,"United States","Technology","Malicious Outsider","Existential Data",6
379,"University Malaya Medical Centre",02/04/14,46000,"Malaysia","Healthcare","Accidental Loss","Identity Theft",6
380,"Bell",02/01/14,22421,"Canada","Technology","Malicious Outsider","Account Access",6
381,"Midland Independent School District",01/23/14,14000,"United States","Education","Malicious Outsider","Identity Theft",6
382,"United States Practical Shooting Association",01/15/14,13000,"United States","Other","Malicious Outsider","Account Access",6
383,"Veterans Affairs Canada",01/05/14,6405,"Canada","Government","Malicious Outsider","Identity Theft",6
384,"Yahoo",01/03/14,27000,"Romania","Technology","Malicious Outsider","Nuisance",6
385,"ICG America, InAmazing Clubs, Flying Noodle, MonsterBrew, Games2U, TexasIrons, California Reds",09/11/13,7556,"United States","Retail","Malicious Outsider","Financial Access",6
386,"DaVita",09/06/13,11500,"United States","Healthcare","Malicious Outsider","Identity Theft",6
387,"Henry Ford Health System",06/25/13,15000,"United States","Healthcare","Malicious Insider","Identity Theft",6
388,"Florida Department of Education",06/02/13,47000,"United States","Other","Accidental Loss","Identity Theft",6
389,"Lucile Packard Children's Hospital",05/21/13,12900,"United States","Healthcare","Malicious Outsider","Identity Theft",6
390,"Oral surgeon, Lee D. Pollan",05/08/13,13806,"United States","Healthcare","Malicious Outsider","Identity Theft",6
391,"United Homecare Services",03/13/13,13617,"United States","Healthcare","Malicious Outsider","Identity Theft",6
392,"Department of Energy - Savannah River Site",03/13/13,12000,"United States","Government","Malicious Outsider","Identity Theft",6
